City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Felanitx,ES,39.4696,3.1483,84.72,62,0,3.0,clear sky
449,Omsukchan,RU,62.5333,155.8,67.42,62,81,5.5,broken clouds
450,Krasnoselkup,RU,65.7,82.4667,49.48,89,72,9.66,broken clouds
451,Dzhubga,RU,44.3211,38.7039,67.82,51,0,12.59,clear sky
452,Abu Samrah,SY,35.3029,37.1841,82.02,44,0,9.37,clear sky
453,Kuito,AO,-12.3833,16.9333,56.08,39,3,1.21,clear sky
454,Cabinda,AO,-5.55,12.2,70.99,87,25,5.66,scattered clouds
455,Nyimba,ZM,-14.5566,30.8149,64.62,59,4,8.55,clear sky
456,Maningrida,AU,-12.0667,134.2667,63.28,93,100,7.63,overcast clouds
457,Noumea,NC,-22.2763,166.4572,73.99,99,98,7.4,light rain
458,Astoria,US,46.1879,-123.8313,68.43,67,100,3.44,overcast clouds
459,Sorland,NO,67.667,12.6934,51.66,84,84,12.8,broken clouds
460,Caravelas,BR,-17.7125,-39.2481,71.15,75,49,5.14,scattered clouds
461,Kutum,SD,14.2,24.6667,83.41,36,54,3.09,broken clouds
462,Kuusamo,FI,65.9667,29.1833,55.44,82,0,1.14,clear sky
463,Saint-Augustin,CA,51.226,-58.6502,72.37,56,84,18.41,broken clouds
464,Ntcheu,MW,-14.8203,34.6359,59.29,77,64,3.89,broken clouds
465,Topchikha,RU,52.8192,83.1185,52.39,93,45,7.72,scattered clouds
466,Nurota,UZ,40.5614,65.6886,81.0,27,0,14.72,clear sky
467,Tahe,CN,52.3333,124.7333,62.19,88,97,1.86,overcast clouds
468,Sogne,NO,58.0833,7.8167,66.06,73,78,1.01,broken clouds
469,Alugan,PH,12.2188,125.4808,79.54,81,90,7.16,overcast clouds
470,Marrakesh,MA,31.6315,-8.0083,89.67,40,40,11.5,scattered clouds
471,Funadhoo,MV,6.15,73.2667,80.8,77,100,15.99,overcast clouds
472,Hami,CN,42.8,93.45,76.35,36,87,6.42,overcast clouds
473,Log,RU,49.4844,43.8613,63.93,56,0,8.46,clear sky
474,Yaan,NG,7.3833,8.5667,74.71,77,79,5.26,broken clouds
475,Luau,AO,-10.7073,22.2247,61.74,41,9,6.06,clear sky
476,Trat,TH,12.5,102.5,82.9,91,100,1.07,overcast clouds
477,Tulum,MX,20.2167,-87.4667,88.66,56,25,7.31,scattered clouds
478,Palatka,US,29.6486,-81.6376,81.23,44,78,8.79,moderate rain
479,Batagay-Alyta,RU,67.8006,130.4114,48.31,92,100,5.77,overcast clouds
480,Melo,UY,-32.3667,-54.1833,48.38,81,28,1.7,scattered clouds
481,Willowmore,ZA,-33.2926,23.4895,56.32,47,22,7.94,few clouds
482,Hammerfest,NO,70.6634,23.6821,50.45,100,75,3.44,broken clouds
483,Atambua,ID,-9.1061,124.8925,63.05,81,100,6.35,overcast clouds
484,Biarritz,FR,43.4801,-1.5556,77.45,88,100,14.97,overcast clouds
485,Jumla,NP,29.2747,82.1838,64.51,91,88,1.25,overcast clouds
486,Chalus,IR,36.655,51.4204,83.84,60,4,1.28,clear sky
487,Temple,US,31.0982,-97.3428,106.65,26,0,14.97,clear sky
488,San Isidro,PE,-12.1167,-77.05,62.19,72,75,9.22,broken clouds
489,Soyo,AO,-6.1349,12.3689,70.86,86,4,6.76,clear sky
490,Mecca,SA,21.4267,39.8261,89.19,23,35,4.94,scattered clouds
491,Santa Rosa,PH,14.3122,121.1114,79.09,89,100,1.36,overcast clouds
492,Xixiang,CN,35.1628,112.865,81.28,51,100,7.76,moderate rain
493,Hopelchen,MX,19.7667,-89.85,98.15,33,87,6.46,overcast clouds
494,Miranda De Ebro,ES,42.6865,-2.947,86.45,34,74,1.72,broken clouds
495,Necochea,AR,-38.5473,-58.7368,45.52,71,7,10.98,clear sky
496,Sabang,ID,5.8933,95.3214,82.4,73,15,13.96,few clouds
497,Faro,PT,37.0194,-7.9322,78.58,44,0,11.5,clear sky
498,Raca,RS,44.2271,20.9775,63.01,39,55,2.8,broken clouds
499,Areosa,PT,41.7178,-8.8571,64.69,94,12,8.16,few clouds
500,Churapcha,RU,62.0025,132.4325,69.46,53,100,11.83,overcast clouds
501,Carutapera,BR,-1.195,-46.02,78.93,82,75,9.55,broken clouds
502,Pemba,MZ,-12.974,40.5178,73.89,75,12,10.96,few clouds
503,Codajas,BR,-3.8367,-62.0569,91.31,48,92,4.47,overcast clouds
504,Edson,CA,53.5835,-116.4356,81.16,23,1,5.68,clear sky
505,Ornskoldsvik,SE,63.2909,18.7153,54.55,94,75,5.75,broken clouds
506,Taperoa,BR,-7.2075,-36.8267,73.51,73,99,15.3,overcast clouds
507,Hun,LY,29.1268,15.9477,82.33,37,0,14.03,clear sky
508,Mackenzie,CA,55.2999,-123.1698,71.76,51,96,8.12,overcast clouds
509,Nantucket,US,41.2835,-70.0995,76.08,94,100,9.22,mist
510,Olinda,BR,-8.0089,-34.8553,78.53,69,75,16.11,broken clouds
511,Beisfjord,NO,68.3751,17.5988,54.05,93,98,2.48,overcast clouds
512,Darhan,MN,49.4867,105.9228,63.25,58,28,4.61,scattered clouds
513,Juneau,US,58.3019,-134.4197,58.21,88,100,5.75,light rain
514,Yarkovo,RU,57.4028,67.0786,57.78,79,21,3.98,few clouds
515,Pacifica,US,37.6138,-122.4869,93.22,75,20,20.71,mist
516,Calabozo,VE,8.9242,-67.4293,81.84,84,54,5.61,broken clouds
517,La Sarre,CA,48.8002,-79.1996,82.58,53,58,6.08,broken clouds
518,Muros,ES,42.7762,-9.0603,68.09,77,10,10.11,clear sky
519,Barra Do Garcas,BR,-15.89,-52.2567,82.85,20,1,4.47,clear sky
520,Indian Head,US,38.6001,-77.1622,93.34,58,20,10.36,few clouds
521,Kieta,PG,-6.2167,155.6333,79.36,79,45,3.2,scattered clouds
522,Littleton,US,39.6133,-105.0166,98.31,25,75,6.91,broken clouds
523,Dodge City,US,37.7528,-100.0171,99.23,24,0,13.8,clear sky
524,Russkaya Polyana,UA,49.417,31.9201,57.94,69,45,5.46,scattered clouds
525,Kanniyakumari,IN,8.0833,77.5667,78.91,79,99,19.1,overcast clouds
526,Tautira,PF,-17.7333,-149.15,75.45,74,16,7.18,light rain
527,Maun,BW,-19.9833,23.4167,54.36,53,0,5.77,clear sky
528,Saint Anthony,US,45.0205,-93.218,97.66,43,0,13.8,clear sky
529,Appingedam,NL,53.3217,6.8583,71.1,76,10,3.67,clear sky
530,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,60,0,8.05,clear sky
531,Vagur,FO,61.4732,-6.8119,51.3,85,100,13.38,overcast clouds
532,Baracoa,CU,20.3467,-74.4958,84.33,72,8,10.74,clear sky
533,Tiznit,MA,29.5833,-9.5,81.59,46,61,2.55,broken clouds
534,Sochi,RU,43.6,39.7303,71.69,70,81,5.39,broken clouds
535,Avigliana,IT,45.0771,7.3986,82.8,56,88,5.86,overcast clouds
536,Wladyslawowo,PL,54.7909,18.4009,66.0,77,100,8.37,overcast clouds
537,Bulungu,CD,-4.55,18.6,75.58,69,84,2.8,broken clouds
538,Gazli,UZ,40.1333,63.45,90.55,21,0,20.94,clear sky
539,Richards Bay,ZA,-28.783,32.0377,67.89,79,0,12.77,clear sky
540,Guerrero Negro,MX,27.9769,-114.0611,83.23,46,4,11.9,clear sky
541,Yate,GB,51.5407,-2.4184,83.91,38,1,1.99,clear sky
542,Poli,TZ,-3.3333,36.8,54.28,88,59,3.6,broken clouds
543,Paamiut,GL,61.994,-49.6678,44.85,82,100,2.08,overcast clouds
544,Itarema,BR,-2.9248,-39.9167,78.24,71,30,15.79,scattered clouds
545,Show Low,US,34.2542,-110.0298,89.65,29,40,9.22,scattered clouds
546,Lewisburg,US,35.4492,-86.7889,83.08,77,40,4.61,scattered clouds
547,Goderich,CA,43.7501,-81.7165,75.9,78,3,8.34,clear sky
548,Oyon,PE,-10.6681,-76.7731,50.85,70,87,8.03,overcast clouds
549,San Andres,CO,12.5847,-81.7006,86.02,79,100,14.97,overcast clouds
550,Radomsko,PL,51.0671,19.4448,61.52,54,31,6.04,scattered clouds
551,Tilichiki,RU,60.4667,166.1,58.62,62,100,2.86,overcast clouds
552,Lipin Bor,RU,60.2622,37.9763,58.69,75,100,8.32,overcast clouds
553,Capreol,CA,46.706,-80.9225,86.56,31,4,7.65,clear sky
554,Sehithwa,BW,-20.4667,22.7167,55.62,50,0,6.31,clear sky
555,Fare,PF,-16.7,-151.0167,75.94,69,13,5.17,few clouds
556,Teshie,GH,5.5836,-0.1072,76.35,77,93,12.39,overcast clouds
557,Cascais,PT,38.6979,-9.4215,71.47,72,20,14.0,few clouds
558,Heihe,CN,50.2441,127.4902,63.18,88,72,1.77,broken clouds
559,Boden,SE,65.8252,21.6886,53.6,92,80,3.02,broken clouds
560,Amuntai,ID,-2.4177,115.2494,72.54,95,76,1.32,broken clouds
561,Virginia Beach,US,36.8529,-75.978,95.0,62,75,10.36,broken clouds
562,Maple Creek,CA,49.9168,-109.4848,81.3,46,82,18.79,broken clouds
563,Gediz,TR,39.0417,29.41,57.31,60,0,8.41,clear sky
564,Bagdarin,RU,54.4333,113.6,52.59,82,50,1.28,scattered clouds
565,Bella Union,UY,-30.2752,-57.6007,56.44,72,32,5.35,scattered clouds
566,Kahului,US,20.8947,-156.47,84.22,65,40,24.16,scattered clouds
567,Bowen,AU,-20.0167,148.2333,58.98,78,0,7.02,clear sky
568,Mandera,KE,3.9366,41.867,78.8,59,94,19.75,overcast clouds
569,Yingcheng,CN,30.95,113.55,78.4,77,100,1.23,overcast clouds
570,Port Maria,JM,18.3685,-76.8895,93.06,78,16,8.9,few clouds
571,Luxor,EG,25.6989,32.6421,89.02,17,8,8.63,clear sky
572,Grindavik,IS,63.8424,-22.4338,54.07,82,75,5.75,broken clouds
573,Atar,MR,20.5169,-13.0499,97.59,24,52,5.32,broken clouds
574,Kloulklubed,PW,7.0419,134.2556,82.62,69,99,2.42,overcast clouds
575,Port Hawkesbury,CA,45.6169,-61.3485,85.87,66,58,11.59,broken clouds
576,Basar,IN,27.9833,94.6667,73.04,100,100,1.59,overcast clouds
577,Tutoia,BR,-2.7619,-42.2744,79.43,78,42,10.71,scattered clouds
578,Pacific Grove,US,36.6177,-121.9166,86.38,74,0,8.05,clear sky
579,Sobolevo,RU,54.4299,31.8996,55.63,86,92,5.61,overcast clouds
580,Broken Hill,AU,-31.95,141.4333,38.44,71,5,6.82,clear sky
581,Cap-Aux-Meules,CA,47.3821,-61.8597,65.86,88,95,9.15,overcast clouds
582,Domoni,KM,-12.2569,44.5319,73.24,78,39,5.48,scattered clouds
583,Awbari,LY,26.5921,12.7805,84.43,18,0,7.58,clear sky
584,Beyneu,KZ,45.3167,55.2,91.74,21,0,19.37,clear sky
585,Yabelo,ET,4.8833,38.0833,61.86,60,89,8.61,overcast clouds
586,Kyabe,TD,9.4515,18.9449,72.25,91,84,2.82,broken clouds
587,Kaka,TM,37.3482,59.6143,89.33,13,0,6.49,clear sky
588,Oga,IT,46.4631,10.347,61.34,76,98,1.5,overcast clouds
589,Suleja,NG,9.1758,7.1808,70.75,90,78,2.1,broken clouds
590,Kupang,ID,-10.1667,123.5833,69.08,79,58,10.04,broken clouds
591,Aykhal,RU,66.0,111.5,46.38,91,100,5.32,overcast clouds
592,Merville,FR,50.6433,2.6413,79.34,51,17,3.96,few clouds
593,Belyy Yar,RU,53.6039,91.3903,58.89,74,0,6.71,clear sky
594,Daru,PG,-9.0763,143.2092,76.69,91,87,16.53,overcast clouds
595,Bereda,ES,43.2686,-7.5406,60.67,92,17,0.31,few clouds
596,Marshall,US,34.3834,-86.3333,84.07,61,0,5.75,clear sky
597,Mangit,UZ,40.5971,70.9607,85.96,18,0,10.36,clear sky
598,Gashua,NG,12.871,11.0482,79.38,70,58,7.78,broken clouds
599,Sarangani,PH,5.4033,125.4636,81.14,75,100,8.55,overcast clouds
600,Tongchuan,CN,35.0806,109.0897,66.36,89,100,4.21,moderate rain
601,Birao,CF,10.2849,22.7882,72.48,90,90,4.72,light rain
602,Saint-Pierre,RE,-21.3393,55.4781,67.68,70,75,31.07,broken clouds
603,Veseloyarsk,RU,51.2836,81.1056,55.22,73,0,4.07,clear sky
604,Siocon,PH,7.7061,122.1353,76.64,89,100,4.34,overcast clouds
605,Kudahuvadhoo,MV,2.6708,72.8944,81.46,75,100,13.8,overcast clouds
606,Sivaki,RU,52.6333,126.75,65.21,86,99,2.06,overcast clouds
607,Suluq,LY,31.6682,20.2521,81.97,35,0,17.56,clear sky
608,La Palma,US,33.8464,-118.0467,101.97,56,20,10.36,few clouds
609,Gawler,AU,-34.6,138.7333,48.47,90,100,6.49,overcast clouds
610,Nhulunbuy,AU,-12.2333,136.7667,72.21,94,40,5.75,scattered clouds
611,Ambilobe,MG,-13.2,49.05,65.64,69,78,6.93,broken clouds
612,Feicheng,CN,35.2606,117.9675,75.07,86,83,1.95,broken clouds
613,Alofi,NU,-19.0595,-169.9187,76.89,73,75,14.97,broken clouds
614,Morbach,DE,49.8167,7.1167,79.12,42,0,8.05,clear sky
615,Aloleng,PH,16.1307,119.7824,80.64,82,63,6.06,broken clouds
616,Paragould,US,36.0584,-90.4973,88.09,67,65,2.59,broken clouds
617,Somerset,US,40.5668,-74.5496,91.81,65,75,9.22,broken clouds
618,Ambanja,MG,-13.6833,48.45,67.41,75,22,4.54,few clouds
619,Kerema,PG,-7.9631,145.7785,76.23,90,80,5.46,broken clouds
620,Yerbogachen,RU,61.2767,108.0108,55.63,88,41,5.26,scattered clouds
621,Sola,VU,-13.8833,167.55,81.07,75,25,21.3,scattered clouds
622,Makubetsu,JP,45.3714,141.8211,61.63,85,87,5.37,overcast clouds
623,Murwillumbah,AU,-28.3167,153.4,57.22,62,2,8.05,clear sky
624,Palu,ID,-0.8917,119.8707,74.97,90,98,2.89,overcast clouds
625,Madimba,TZ,-10.4,40.3333,69.87,90,88,9.22,overcast clouds
626,Ahuimanu,US,21.4447,-157.8378,83.91,82,100,17.27,light rain
627,Ailigandi,PA,9.2333,-78.0167,84.47,74,92,4.21,overcast clouds
628,Fukue,JP,32.6881,128.8419,80.04,91,100,28.1,light rain
629,Sri Aman,MY,1.2376,111.4621,73.92,87,100,1.19,overcast clouds
630,Le Port,RE,-20.9373,55.2919,68.0,76,11,9.66,few clouds
631,Mogadishu,SO,2.0371,45.3438,75.43,83,81,18.59,light rain
632,Bathsheba,BB,13.2167,-59.5167,84.81,83,40,20.71,scattered clouds
633,Merauke,ID,-8.4667,140.3333,75.78,89,80,12.33,broken clouds
634,Tabou,CI,4.423,-7.3528,75.15,76,96,9.62,overcast clouds
635,Bairiki,KI,1.3292,172.9752,84.2,70,20,10.36,few clouds
636,Axim,GH,4.8699,-2.2405,74.95,78,96,8.68,overcast clouds
637,Santa Cruz,BO,-17.8,-63.1667,80.06,57,75,11.5,broken clouds
638,Chestermere,CA,51.0334,-113.8187,60.04,85,100,12.66,overcast clouds
639,Bharatpur,IN,27.2167,77.4833,93.4,48,56,4.59,broken clouds
640,Sur,OM,22.5667,59.5289,84.94,86,17,8.12,few clouds
641,Longyan,CN,25.1072,117.0225,75.6,99,100,2.89,overcast clouds
642,Tumpat,MY,6.1978,102.171,78.73,89,100,3.65,light rain
643,Willmar,US,45.1219,-95.0433,95.18,36,0,6.91,clear sky
644,Raymond,US,43.9015,-70.4703,74.1,87,100,4.27,moderate rain
645,Punta Cardon,VE,11.6581,-70.215,82.36,74,39,31.65,scattered clouds
646,Washougal,US,45.5826,-122.3534,78.91,57,0,10.36,clear sky
647,Baturaja,ID,-4.1333,104.1667,73.27,98,85,2.62,overcast clouds
648,Durango,MX,24.8333,-104.8333,84.16,24,70,12.19,broken clouds
649,Manzanillo,CU,20.3433,-77.1167,94.3,43,23,6.73,few clouds
650,Chihuahua,MX,28.5,-106.0,92.23,19,27,13.06,scattered clouds
651,Chistogorskiy,RU,53.9835,87.3843,52.29,97,82,4.12,light rain
652,Kavieng,PG,-2.5744,150.7967,82.29,77,100,12.1,overcast clouds
653,Kesinga,IN,20.2,83.2333,75.92,87,97,4.18,overcast clouds
654,Jalu,LY,29.0331,21.5482,88.77,18,0,8.77,clear sky
655,Adrar,MR,20.5022,-10.0711,102.4,16,76,3.13,broken clouds
656,Vytegra,RU,61.0064,36.4481,56.01,75,41,2.04,scattered clouds
657,Stawell,AU,-37.05,142.7667,42.89,62,95,8.46,overcast clouds
658,Agadir,MA,30.4202,-9.5982,77.45,74,38,6.31,scattered clouds
659,Danshui,CN,22.7984,114.4672,81.75,87,100,1.74,overcast clouds
660,Peniche,PT,39.3558,-9.3811,69.3,86,4,9.73,clear sky
661,Vanimo,PG,-2.6741,141.3028,75.87,90,86,2.82,overcast clouds
662,Saint-Leu,RE,-21.15,55.2833,67.32,70,6,7.7,clear sky
663,Dustlik,UZ,40.5247,68.0358,77.23,32,0,5.32,clear sky
664,Kushima,JP,31.4583,131.2333,80.55,90,100,12.33,overcast clouds
665,Odate,JP,40.2686,140.5683,67.95,98,98,2.04,light rain
666,Paita,PE,-5.0892,-81.1144,67.96,74,75,15.68,broken clouds
667,Gravdal,NO,68.1214,13.5031,53.49,94,75,5.75,broken clouds
668,Bucak,TR,37.4592,30.595,72.12,49,0,8.68,clear sky
669,Xihe,CN,31.6864,113.4659,78.37,81,100,4.27,overcast clouds
670,Maragogi,BR,-9.0122,-35.2225,75.4,82,9,12.44,clear sky
671,San Rafael,AR,-34.6177,-68.3301,49.42,32,62,6.91,broken clouds
672,Wakkanai,JP,45.4094,141.6739,62.37,85,85,7.2,overcast clouds
673,Ormara,PK,25.2088,64.6357,83.17,87,44,8.43,scattered clouds
674,Santiago,CL,-33.4569,-70.6483,65.64,27,0,3.44,clear sky
675,Zhezkazgan,KZ,47.8043,67.7144,78.82,46,55,10.49,broken clouds
